33554432,262144,128,1303830780 
33554432,262144,128,1303286812 
33554432,262144,128,1675980860 
33554432,262144,128,1303392704 
33554432,262144,128,1356608940 
33554432,262144,128,1303696912 
33554432,262144,128,1728966684 
33554432,262144,128,1356757288 
33554432,262144,128,1250181756 
33554432,262144,128,1250161244 

67108864,262144,256,2580775620 
67108864,262144,256,2527177928 
67108864,262144,256,2527326172 
67108864,262144,256,2739994704 
67108864,262144,256,2527341228 
67108864,262144,256,2527440984 
67108864,262144,256,2527596740 
67108864,262144,256,2527307328 
67108864,262144,256,2633744620 
67108864,262144,256,2527399280 

100663296,262144,384,3990915824 
100663296,262144,384,3644682740 
100663296,262144,384,3697956068 
100663296,262144,384,3564845420 
100663296,262144,384,3564924684 
100663296,262144,384,4150245032 
100663296,262144,384,3564944652 
100663296,262144,384,3565026256 
100663296,262144,384,3671064932 
100663296,262144,384,3564991868 

134217728,262144,512,5108265168 
134217728,262144,512,5214310984 
134217728,262144,512,5054966780 
134217728,262144,512,5161284060 
134217728,262144,512,5054778852 
134217728,262144,512,5161292256 
134217728,262144,512,5161189668 
134217728,262144,512,5054777924 
134217728,262144,512,5161351412 
134217728,262144,512,5054922364 

268435456,262144,1024,10289291256 
268435456,262144,1024,10036866864 
268435456,262144,1024,9896987072 
268435456,262144,1024,9897149744 
268435456,262144,1024,10455860416 
268435456,262144,1024,9790733872 
268435456,262144,1024,10003567028 
268435456,262144,1024,10296078852 
268435456,262144,1024,9950255656 
268435456,262144,1024,9897143176 

402653184,262144,1536,15404485636 
402653184,262144,1536,14872657116 
402653184,262144,1536,14978544996 
402653184,262144,1536,14899041792 
402653184,262144,1536,14978825700 
402653184,262144,1536,15351201272 
402653184,262144,1536,14872320360 
402653184,262144,1536,15005257900 
402653184,262144,1536,14872300252 
402653184,262144,1536,14899193920 

536870912,262144,2048,22668024012 
536870912,262144,2048,22561391000 
536870912,262144,2048,23093353464 
536870912,262144,2048,22481511028 
536870912,262144,2048,22720977604 
536870912,262144,2048,22907378248 
536870912,262144,2048,22694211652 
536870912,262144,2048,22454938636 
536870912,262144,2048,22455187080 
536870912,262144,2048,22348410912 

671088640,262144,2560,23277153708 
671088640,262144,2560,23758723564 
671088640,262144,2560,22588032908 
671088640,262144,2560,22428386808 
671088640,262144,2560,22694573648 
671088640,262144,2560,22455085400 
671088640,262144,2560,22428221172 
671088640,262144,2560,22295376052 
671088640,262144,2560,22428215420 
671088640,262144,2560,22561311732 

805306368,262144,3072,27962391432 
805306368,262144,3072,27217339808 
805306368,262144,3072,27297230888 
805306368,262144,3072,27164198960 
805306368,262144,3072,27217290424 
805306368,262144,3072,27164105444 
805306368,262144,3072,27137429548 
805306368,262144,3072,27164334120 
805306368,262144,3072,27403406744 
805306368,262144,3072,27111086824 

939524096,262144,3584,31554333748 
939524096,262144,3584,31527262120 
939524096,262144,3584,31953394956 
939524096,262144,3584,31500832360 
939524096,262144,3584,31713876732 
939524096,262144,3584,31740290800 
939524096,262144,3584,31846884488 
939524096,262144,3584,32086195380 
939524096,262144,3584,33177029080 
939524096,262144,3584,31394421592 

1073741824,262144,4096,44963559900 
1073741824,262144,4096,44830263520 
1073741824,262144,4096,44803768204 
1073741824,262144,4096,45442306936 
1073741824,262144,4096,44963150884 
1073741824,262144,4096,45043238448 
1073741824,262144,4096,44830430444 
1073741824,262144,4096,45255981324 
1073741824,262144,4096,46399840092 
1073741824,262144,4096,45123151028 

1610612736,262144,6144,55126840548 
1610612736,262144,6144,54700790972 
1610612736,262144,6144,54621177600 
1610612736,262144,6144,55419473488 
1610612736,262144,6144,54594426956 
1610612736,262144,6144,54727926392 
1610612736,262144,6144,55100035792 
1610612736,262144,6144,54674268504 
1610612736,262144,6144,55100117096 
1610612736,262144,6144,54621253992 

2147483648,262144,8192,89368443968 
2147483648,262144,8192,90990833372 
2147483648,262144,8192,89580926360 
2147483648,262144,8192,89421290388 
2147483648,262144,8192,89368077248 
2147483648,262144,8192,89288462136 
2147483648,262144,8192,89421434696 
2147483648,262144,8192,92587451124 
2147483648,262144,8192,89740554300 
2147483648,262144,8192,89474773548 

2684354560,262144,10240,95753726068 
2684354560,262144,10240,92294583416 
2684354560,262144,10240,92135076216 
2684354560,262144,10240,92108381756 
2684354560,262144,10240,92215089332 
2684354560,262144,10240,92215156392 
2684354560,262144,10240,91869116012 
2684354560,262144,10240,92028591152 
2684354560,262144,10240,92028849564 
2684354560,262144,10240,91949122948 

3221225472,262144,12288,112408698228 
3221225472,262144,12288,110040700340 
3221225472,262144,12288,109801326204 
3221225472,262144,12288,109721690488 
3221225472,262144,12288,109880883988 
3221225472,262144,12288,109802201036 
3221225472,262144,12288,110119867524 
3221225472,262144,12288,110014028544 
3221225472,262144,12288,110333563268 
3221225472,262144,12288,110093978908 

3758096384,262144,14336,130394255068 
3758096384,262144,14336,132735051404 
3758096384,262144,14336,129755658300 
3758096384,262144,14336,130021620948 
3758096384,262144,14336,129808541196 
3758096384,262144,14336,129888597808 
3758096384,262144,14336,129861993220 
3758096384,262144,14336,129808682368 
3758096384,262144,14336,130074978612 
3758096384,262144,14336,129808462824 

4294967296,262144,16384,182541393412 
4294967296,262144,16384,179640957708 
4294967296,262144,16384,180439376756 
4294967296,262144,16384,179694288232 
4294967296,262144,16384,180013420772 
4294967296,262144,16384,179853880808 
4294967296,262144,16384,179614332548 
4294967296,262144,16384,179694153964 
4294967296,262144,16384,180864979940 
4294967296,262144,16384,179694174872 

