33554432,262144,128,74597979872 

67108864,262144,256,132752388436 

100663296,262144,384,212231720772 

134217728,262144,512,290911413884 

268435456,262144,1024,567212910172 

402653184,262144,1536,975463663300 

536870912,262144,2048,842122265636 

671088640,262144,2560,1032984864852 

805306368,262144,3072,1469175151580 

939524096,262144,3584,1860506843696 

1073741824,262144,4096,1727722605672 

1610612736,262144,6144,2024529184228 

2147483648,262144,8192,3536179366996 

2684354560,262144,10240,4272990808188 

3221225472,262144,12288,4493704470436 

3758096384,262144,14336,5287519899648 

4294967296,262144,16384,8466009973688 

