512 5.1875 1.40914054776
1024 5.11111111111 0.61773272127
2048 5.87755102041 4.71918642703
4096 4.9595959596 0.242844753135
8192 5.36082474227 1.34842838654
16384 4.97959183673 0.200997097996
32768 5.08163265306 0.922214165526
65536 13.412371134 3.20036266411
131072 16.28125 6.50112670523
262144 18.0 9.18006994584
524288 18.5578947368 8.9462909568
1048576 16.2708333333 3.84729116465
2097152 16.9795918367 4.1230551181
4194304 21.9278350515 5.0200575482
8388608 32.8817204301 19.8747959818
16777216 25.0 3.01542426619
33554432 27.1145833333 8.25614643723
67108864 28.2244897959 8.38673711485
134217728 24.8144329897 0.388756858453
268435456 24.9278350515 0.541997502189
536870912 24.8484848485 0.45756572335
1073741824 24.7474747475 0.608748249427
2147483648 24.8526315789 0.354472805063
