1024 4.95918367347 0.197864483976
2048 5.0 0.0
4096 4.9696969697 0.171419825742
8192 5.0 0.0
16384 5.0 0.0
32768 4.93939393939 0.238606299212
65536 12.9191919192 0.272540152793
131072 12.9081632653 0.288795340777
262144 25.0303030303 0.222680885708
524288 38.0 0.349927106112
1048576 37.7653061224 0.423807339945
2097152 37.0714285714 0.294507544687
4194304 54.0618556701 1.29880542252
8388608 97.3775510204 0.98473352992
16777216 128.531914894 9.18799184836
33554432 132.865979381 8.93346409529
67108864 135.81443299 7.06863246213
134217728 136.744897959 7.64694313274
268435456 136.168421053 8.83849550377
536870912 135.838383838 5.84601577301
1073741824 135.494949495 4.46620019585
2147483648 135.5 3.52903409344
