512 4.9696969697 0.222680885708
1024 4.9696969697 0.171419825742
2048 4.9595959596 0.196904936259
4096 5.0 0.0
8192 4.9693877551 0.172264724654
16384 4.9595959596 0.196904936259
32768 5.0 0.0
65536 12.887755102 0.315667516291
131072 13.1515151515 1.28992706993
262144 25.8775510204 0.457707377388
524288 37.1145833333 0.378312912444
1048576 37.0721649485 0.386563572356
2097152 37.1134020619 0.758135105602
4194304 58.8315789474 4.88316685764
8388608 99.670212766 2.04413170388
16777216 121.346938776 4.08357096833
33554432 130.78125 4.92274297902
67108864 133.9375 3.58472598906
134217728 133.484210526 1.07471570679
268435456 133.463917526 1.0260710338
536870912 133.694736842 1.77748304728
1073741824 133.572916667 1.33654398595
2147483648 133.336734694 1.07801667428
