2048 4.95918367347 0.244046137614
4096 5.25510204082 1.50720192498
8192 5.17525773196 0.849624650641
16384 5.33673469388 2.1041449742
32768 5.09183673469 0.7155237085
65536 13.3473684211 2.72905775547
131072 13.5520833333 3.105337447
262144 35.7395833333 34.6657386069
524288 39.5104166667 5.30525445444
1048576 39.3469387755 7.15727408037
2097152 38.1237113402 5.83494225973
4194304 52.6145833333 2.04821971308
8388608 98.612244898 6.23785784309
16777216 123.145833333 8.99997588731
33554432 135.690721649 11.079246713
67108864 138.114583333 3.09525776951
134217728 138.298969072 3.03642813918
268435456 138.306122449 2.93608153165
536870912 139.546391753 8.70717279687
1073741824 138.864583333 7.02468829627
2147483648 138.583333333 5.277046733
