512 4.9595959596 0.196904936259
1024 4.9595959596 0.242844753135
2048 4.9797979798 0.140690790679
4096 5.0 0.0
8192 4.94897959184 0.220039374009
16384 4.93939393939 0.238606299212
32768 5.0 0.0
65536 13.112244898 0.44909553234
131072 15.0202020202 0.425922598835
262144 17.1428571429 0.377964473009
524288 21.0202020202 0.140690790679
1048576 21.0412371134 0.318421550752
2097152 21.2989690722 0.839304430394
4194304 36.2708333333 1.69237977581
8388608 46.5454545455 2.44648883539
16777216 50.1734693878 0.937054767246
33554432 51.1666666667 0.571304550033
67108864 51.8144329897 1.32641596706
134217728 51.7474747475 0.769932888895
268435456 51.5520833333 0.497279927595
536870912 51.8484848485 0.756969454351
1073741824 51.7575757576 0.604543555856
2147483648 51.7040816327 0.871419012517
